state,state_long,state_fips,county_fips,county,fips_type
IL,Illinois,17,151,Pope County,H1
IL,Illinois,17,153,Pulaski County,H1
IL,Illinois,17,155,Putnam County,H1
IL,Illinois,17,157,Randolph County,H1
IL,Illinois,17,159,Richland County,H1
IL,Illinois,17,161,Rock Island County,H1
IL,Illinois,17,163,St. Clair County,H1
IL,Illinois,17,165,Saline County,H1
IL,Illinois,17,167,Sangamon County,H1
IL,Illinois,17,169,Schuyler County,H1
IL,Illinois,17,171,Scott County,H1
IL,Illinois,17,173,Shelby County,H1
IL,Illinois,17,175,Stark County,H1
IL,Illinois,17,177,Stephenson County,H1
IL,Illinois,17,179,Tazewell County,H1
IL,Illinois,17,181,Union County,H1
IL,Illinois,17,183,Vermilion County,H1
IL,Illinois,17,185,Wabash County,H1
IL,Illinois,17,187,Warren County,H1
IL,Illinois,17,189,Washington County,H1
IL,Illinois,17,191,Wayne County,H1
IL,Illinois,17,193,White County,H1
IL,Illinois,17,195,Whiteside County,H1
IL,Illinois,17,197,Will County,H1
IL,Illinois,17,199,Williamson County,H1
IL,Illinois,17,201,Winnebago County,H1
IL,Illinois,17,203,Woodford County,H1
IN,Indiana,18,1,Adams County,H1
IN,Indiana,18,3,Allen County,H1
IN,Indiana,18,5,Bartholomew County,H1
IN,Indiana,18,7,Benton County,H1
IN,Indiana,18,9,Blackford County,H1
IN,Indiana,18,11,Boone County,H1
IN,Indiana,18,13,Brown County,H1
IN,Indiana,18,15,Carroll County,H1
IN,Indiana,18,17,Cass County,H1
IN,Indiana,18,19,Clark County,H1
IN,Indiana,18,21,Clay County,H1
IN,Indiana,18,23,Clinton County,H1
IN,Indiana,18,25,Crawford County,H1
IN,Indiana,18,27,Daviess County,H1
IN,Indiana,18,29,Dearborn County,H1
IN,Indiana,18,31,Decatur County,H1
IN,Indiana,18,33,DeKalb County,H1
IN,Indiana,18,35,Delaware County,H1
IN,Indiana,18,37,Dubois County,H1
IN,Indiana,18,39,Elkhart County,H1
IN,Indiana,18,41,Fayette County,H1
IN,Indiana,18,43,Floyd County,H1
IN,Indiana,18,45,Fountain County,H1
IN,Indiana,18,47,Franklin County,H1
IN,Indiana,18,49,Fulton County,H1
IN,Indiana,18,51,Gibson County,H1
IN,Indiana,18,53,Grant County,H1
IN,Indiana,18,55,Greene County,H1
IN,Indiana,18,57,Hamilton County,H1
IN,Indiana,18,59,Hancock County,H1
IN,Indiana,18,61,Harrison County,H1
IN,Indiana,18,63,Hendricks County,H1
IN,Indiana,18,65,Henry County,H1
IN,Indiana,18,67,Howard County,H1
IN,Indiana,18,69,Huntington County,H1
IN,Indiana,18,71,Jackson County,H1
IN,Indiana,18,73,Jasper County,H1
IN,Indiana,18,75,Jay County,H1
IN,Indiana,18,77,Jefferson County,H1
IN,Indiana,18,79,Jennings County,H1
IN,Indiana,18,81,Johnson County,H1
IN,Indiana,18,83,Knox County,H1
IN,Indiana,18,85,Kosciusko County,H1
IN,Indiana,18,87,LaGrange County,H1
IN,Indiana,18,89,Lake County,H1
IN,Indiana,18,91,LaPorte County,H1
IN,Indiana,18,93,Lawrence County,H1
IN,Indiana,18,95,Madison County,H1
IN,Indiana,18,97,Marion County,H6
IN,Indiana,18,99,Marshall County,H1
IN,Indiana,18,101,Martin County,H1
IN,Indiana,18,103,Miami County,H1
IN,Indiana,18,105,Monroe County,H1
IN,Indiana,18,107,Montgomery County,H1
IN,Indiana,18,109,Morgan County,H1
IN,Indiana,18,111,Newton County,H1
IN,Indiana,18,113,Noble County,H1
IN,Indiana,18,115,Ohio County,H1
IN,Indiana,18,117,Orange County,H1
IN,Indiana,18,119,Owen County,H1
IN,Indiana,18,121,Parke County,H1
IN,Indiana,18,123,Perry County,H1
IN,Indiana,18,125,Pike County,H1
IN,Indiana,18,127,Porter County,H1
IN,Indiana,18,129,Posey County,H1
IN,Indiana,18,131,Pulaski County,H1
IN,Indiana,18,133,Putnam County,H1
IN,Indiana,18,135,Randolph County,H1
IN,Indiana,18,137,Ripley County,H1
IN,Indiana,18,139,Rush County,H1
IN,Indiana,18,141,St. Joseph County,H1
IN,Indiana,18,143,Scott County,H1
IN,Indiana,18,145,Shelby County,H1
IN,Indiana,18,147,Spencer County,H1
IN,Indiana,18,149,Starke County,H1
IN,Indiana,18,151,Steuben County,H1
IN,Indiana,18,153,Sullivan County,H1
IN,Indiana,18,155,Switzerland County,H1
IN,Indiana,18,157,Tippecanoe County,H1
IN,Indiana,18,159,Tipton County,H1
IN,Indiana,18,161,Union County,H1
IN,Indiana,18,163,Vanderburgh County,H1
IN,Indiana,18,165,Vermillion County,H1
IN,Indiana,18,167,Vigo County,H1
IN,Indiana,18,169,Wabash County,H1
IN,Indiana,18,171,Warren County,H1
IN,Indiana,18,173,Warrick County,H1
IN,Indiana,18,175,Washington County,H1
IN,Indiana,18,177,Wayne County,H1
IN,Indiana,18,179,Wells County,H1
IN,Indiana,18,181,White County,H1
IN,Indiana,18,183,Whitley County,H1
IA,Iowa,19,1,Adair County,H1
IA,Iowa,19,3,Adams County,H1
IA,Iowa,19,5,Allamakee County,H1
IA,Iowa,19,7,Appanoose County,H1
IA,Iowa,19,9,Audubon County,H1
IA,Iowa,19,11,Benton County,H1
IA,Iowa,19,13,Black Hawk County,H1
IA,Iowa,19,15,Boone County,H1
IA,Iowa,19,17,Bremer County,H1
IA,Iowa,19,19,Buchanan County,H1
IA,Iowa,19,21,Buena Vista County,H1
IA,Iowa,19,23,Butler County,H1
IA,Iowa,19,25,Calhoun County,H1
IA,Iowa,19,27,Carroll County,H1
IA,Iowa,19,29,Cass County,H1
IA,Iowa,19,31,Cedar County,H1
IA,Iowa,19,33,Cerro Gordo County,H1
IA,Iowa,19,35,Cherokee County,H1
IA,Iowa,19,37,Chickasaw County,H1
IA,Iowa,19,39,Clarke County,H1
IA,Iowa,19,41,Clay County,H1
IA,Iowa,19,43,Clayton County,H1
IA,Iowa,19,45,Clinton County,H1
IA,Iowa,19,47,Crawford County,H1
IA,Iowa,19,49,Dallas County,H1
IA,Iowa,19,51,Davis County,H1
IA,Iowa,19,53,Decatur County,H1
IA,Iowa,19,55,Delaware County,H1
IA,Iowa,19,57,Des Moines County,H1
IA,Iowa,19,59,Dickinson County,H1
IA,Iowa,19,61,Dubuque County,H1
IA,Iowa,19,63,Emmet County,H1
IA,Iowa,19,65,Fayette County,H1
IA,Iowa,19,67,Floyd County,H1
IA,Iowa,19,69,Franklin County,H1
IA,Iowa,19,71,Fremont County,H1
IA,Iowa,19,73,Greene County,H1
IA,Iowa,19,75,Grundy County,H1
IA,Iowa,19,77,Guthrie County,H1
IA,Iowa,19,79,Hamilton County,H1
IA,Iowa,19,81,Hancock County,H1
IA,Iowa,19,83,Hardin County,H1
IA,Iowa,19,85,Harrison County,H1
IA,Iowa,19,87,Henry County,H1
IA,Iowa,19,89,Howard County,H1
IA,Iowa,19,91,Humboldt County,H1
IA,Iowa,19,93,Ida County,H1
IA,Iowa,19,95,Iowa County,H1
IA,Iowa,19,97,Jackson County,H1
IA,Iowa,19,99,Jasper County,H1
IA,Iowa,19,101,Jefferson County,H1
IA,Iowa,19,103,Johnson County,H1
IA,Iowa,19,105,Jones County,H1
IA,Iowa,19,107,Keokuk County,H1
IA,Iowa,19,109,Kossuth County,H1
IA,Iowa,19,111,Lee County,H1
IA,Iowa,19,113,Linn County,H1
IA,Iowa,19,115,Louisa County,H1
IA,Iowa,19,117,Lucas County,H1
IA,Iowa,19,119,Lyon County,H1
IA,Iowa,19,121,Madison County,H1
IA,Iowa,19,123,Mahaska County,H1
IA,Iowa,19,125,Marion County,H1
IA,Iowa,19,127,Marshall County,H1
IA,Iowa,19,129,Mills County,H1
IA,Iowa,19,131,Mitchell County,H1
IA,Iowa,19,133,Monona County,H1
IA,Iowa,19,135,Monroe County,H1
IA,Iowa,19,137,Montgomery County,H1
IA,Iowa,19,139,Muscatine County,H1
IA,Iowa,19,141,O'Brien County,H1
IA,Iowa,19,143,Osceola County,H1
IA,Iowa,19,145,Page County,H1
IA,Iowa,19,147,Palo Alto County,H1
IA,Iowa,19,149,Plymouth County,H1
IA,Iowa,19,151,Pocahontas County,H1
IA,Iowa,19,153,Polk County,H1
IA,Iowa,19,155,Pottawattamie County,H1
IA,Iowa,19,157,Poweshiek County,H1
IA,Iowa,19,159,Ringgold County,H1
IA,Iowa,19,161,Sac County,H1
IA,Iowa,19,163,Scott County,H1
IA,Iowa,19,165,Shelby County,H1
IA,Iowa,19,167,Sioux County,H1
IA,Iowa,19,169,Story County,H1
IA,Iowa,19,171,Tama County,H1
IA,Iowa,19,173,Taylor County,H1
IA,Iowa,19,175,Union County,H1
IA,Iowa,19,177,Van Buren County,H1
IA,Iowa,19,179,Wapello County,H1
IA,Iowa,19,181,Warren County,H1
IA,Iowa,19,183,Washington County,H1
IA,Iowa,19,185,Wayne County,H1
IA,Iowa,19,187,Webster County,H1
IA,Iowa,19,189,Winnebago County,H1
IA,Iowa,19,191,Winneshiek County,H1
IA,Iowa,19,193,Woodbury County,H1
IA,Iowa,19,195,Worth County,H1
IA,Iowa,19,197,Wright County,H1
KS,Kansas,20,1,Allen County,H1
KS,Kansas,20,3,Anderson County,H1
KS,Kansas,20,5,Atchison County,H1
KS,Kansas,20,7,Barber County,H1
KS,Kansas,20,9,Barton County,H1
KS,Kansas,20,11,Bourbon County,H1
KS,Kansas,20,13,Brown County,H1
KS,Kansas,20,15,Butler County,H1
KS,Kansas,20,17,Chase County,H1
KS,Kansas,20,19,Chautauqua County,H1
KS,Kansas,20,21,Cherokee County,H1
KS,Kansas,20,23,Cheyenne County,H1
KS,Kansas,20,25,Clark County,H1
KS,Kansas,20,27,Clay County,H1
KS,Kansas,20,29,Cloud County,H1
KS,Kansas,20,31,Coffey County,H1
KS,Kansas,20,33,Comanche County,H1
KS,Kansas,20,35,Cowley County,H1
KS,Kansas,20,37,Crawford County,H1
KS,Kansas,20,39,Decatur County,H1
KS,Kansas,20,41,Dickinson County,H1
KS,Kansas,20,43,Doniphan County,H1
KS,Kansas,20,45,Douglas County,H1
KS,Kansas,20,47,Edwards County,H1
KS,Kansas,20,49,Elk County,H1
KS,Kansas,20,51,Ellis County,H1
KS,Kansas,20,53,Ellsworth County,H1
KS,Kansas,20,55,Finney County,H1
KS,Kansas,20,57,Ford County,H1
KS,Kansas,20,59,Franklin County,H1
KS,Kansas,20,61,Geary County,H1
KS,Kansas,20,63,Gove County,H1
KS,Kansas,20,65,Graham County,H1
KS,Kansas,20,67,Grant County,H1
KS,Kansas,20,69,Gray County,H1
KS,Kansas,20,71,Greeley County,H1
KS,Kansas,20,73,Greenwood County,H1
KS,Kansas,20,75,Hamilton County,H1
KS,Kansas,20,77,Harper County,H1
KS,Kansas,20,79,Harvey County,H1
KS,Kansas,20,81,Haskell County,H1
KS,Kansas,20,83,Hodgeman County,H1
KS,Kansas,20,85,Jackson County,H1
KS,Kansas,20,87,Jefferson County,H1
KS,Kansas,20,89,Jewell County,H1
KS,Kansas,20,91,Johnson County,H1
KS,Kansas,20,93,Kearny County,H1
KS,Kansas,20,95,Kingman County,H1
KS,Kansas,20,97,Kiowa County,H1
KS,Kansas,20,99,Labette County,H1
KS,Kansas,20,101,Lane County,H1
KS,Kansas,20,103,Leavenworth County,H1
KS,Kansas,20,105,Lincoln County,H1
KS,Kansas,20,107,Linn County,H1
KS,Kansas,20,109,Logan County,H1
KS,Kansas,20,111,Lyon County,H1
KS,Kansas,20,113,McPherson County,H1
KS,Kansas,20,115,Marion County,H1
KS,Kansas,20,117,Marshall County,H1
KS,Kansas,20,119,Meade County,H1
KS,Kansas,20,121,Miami County,H1
KS,Kansas,20,123,Mitchell County,H1
KS,Kansas,20,125,Montgomery County,H1
KS,Kansas,20,127,Morris County,H1
KS,Kansas,20,129,Morton County,H1
KS,Kansas,20,131,Nemaha County,H1
KS,Kansas,20,133,Neosho County,H1
KS,Kansas,20,135,Ness County,H1
KS,Kansas,20,137,Norton County,H1
KS,Kansas,20,139,Osage County,H1
KS,Kansas,20,141,Osborne County,H1
KS,Kansas,20,143,Ottawa County,H1
KS,Kansas,20,145,Pawnee County,H1
KS,Kansas,20,147,Phillips County,H1
KS,Kansas,20,149,Pottawatomie County,H1
KS,Kansas,20,151,Pratt County,H1
KS,Kansas,20,153,Rawlins County,H1
KS,Kansas,20,155,Reno County,H1
KS,Kansas,20,157,Republic County,H1
KS,Kansas,20,159,Rice County,H1
KS,Kansas,20,161,Riley County,H1
KS,Kansas,20,163,Rooks County,H1
KS,Kansas,20,165,Rush County,H1
KS,Kansas,20,167,Russell County,H1
KS,Kansas,20,169,Saline County,H1
KS,Kansas,20,171,Scott County,H1
KS,Kansas,20,173,Sedgwick County,H1
KS,Kansas,20,175,Seward County,H1
KS,Kansas,20,177,Shawnee County,H1
KS,Kansas,20,179,Sheridan County,H1
KS,Kansas,20,181,Sherman County,H1
KS,Kansas,20,183,Smith County,H1
KS,Kansas,20,185,Stafford County,H1
KS,Kansas,20,187,Stanton County,H1
KS,Kansas,20,189,Stevens County,H1
KS,Kansas,20,191,Sumner County,H1
KS,Kansas,20,193,Thomas County,H1
KS,Kansas,20,195,Trego County,H1
KS,Kansas,20,197,Wabaunsee County,H1
KS,Kansas,20,199,Wallace County,H1
KS,Kansas,20,201,Washington County,H1
KS,Kansas,20,203,Wichita County,H1
KS,Kansas,20,205,Wilson County,H1
KS,Kansas,20,207,Woodson County,H1
KS,Kansas,20,209,Wyandotte County,H6
KY,Kentucky,21,1,Adair County,H1
KY,Kentucky,21,3,Allen County,H1
KY,Kentucky,21,5,Anderson County,H1
KY,Kentucky,21,7,Ballard County,H1
KY,Kentucky,21,9,Barren County,H1
KY,Kentucky,21,11,Bath County,H1
KY,Kentucky,21,13,Bell County,H1
KY,Kentucky,21,15,Boone County,H1
KY,Kentucky,21,17,Bourbon County,H1
KY,Kentucky,21,19,Boyd County,H1
KY,Kentucky,21,21,Boyle County,H1
KY,Kentucky,21,23,Bracken County,H1
KY,Kentucky,21,25,Breathitt County,H1
KY,Kentucky,21,27,Breckinridge County,H1
KY,Kentucky,21,29,Bullitt County,H1
KY,Kentucky,21,31,Butler County,H1
KY,Kentucky,21,33,Caldwell County,H1
KY,Kentucky,21,35,Calloway County,H1
KY,Kentucky,21,37,Campbell County,H1
KY,Kentucky,21,39,Carlisle County,H1
KY,Kentucky,21,41,Carroll County,H1
KY,Kentucky,21,43,Carter County,H1
KY,Kentucky,21,45,Casey County,H1
KY,Kentucky,21,47,Christian County,H1
KY,Kentucky,21,49,Clark County,H1
KY,Kentucky,21,51,Clay County,H1
KY,Kentucky,21,53,Clinton County,H1
KY,Kentucky,21,55,Crittenden County,H1
KY,Kentucky,21,57,Cumberland County,H1
KY,Kentucky,21,59,Daviess County,H1
KY,Kentucky,21,61,Edmonson County,H1
KY,Kentucky,21,63,Elliott County,H1
KY,Kentucky,21,65,Estill County,H1
KY,Kentucky,21,67,Fayette County,H6
KY,Kentucky,21,69,Fleming County,H1
KY,Kentucky,21,71,Floyd County,H1
KY,Kentucky,21,73,Franklin County,H1
KY,Kentucky,21,75,Fulton County,H1
KY,Kentucky,21,77,Gallatin County,H1
KY,Kentucky,21,79,Garrard County,H1
KY,Kentucky,21,81,Grant County,H1
KY,Kentucky,21,83,Graves County,H1
KY,Kentucky,21,85,Grayson County,H1
KY,Kentucky,21,87,Green County,H1
KY,Kentucky,21,89,Greenup County,H1
KY,Kentucky,21,91,Hancock County,H1
KY,Kentucky,21,93,Hardin County,H1
KY,Kentucky,21,95,Harlan County,H1
KY,Kentucky,21,97,Harrison County,H1
KY,Kentucky,21,99,Hart County,H1
KY,Kentucky,21,101,Henderson County,H1
KY,Kentucky,21,103,Henry County,H1
KY,Kentucky,21,105,Hickman County,H1
KY,Kentucky,21,107,Hopkins County,H1
KY,Kentucky,21,109,Jackson County,H1
KY,Kentucky,21,111,Jefferson County,H1
KY,Kentucky,21,113,Jessamine County,H1
KY,Kentucky,21,115,Johnson County,H1
KY,Kentucky,21,117,Kenton County,H1
KY,Kentucky,21,119,Knott County,H1
KY,Kentucky,21,121,Knox County,H1
KY,Kentucky,21,123,Larue County,H1
KY,Kentucky,21,125,Laurel County,H1
KY,Kentucky,21,127,Lawrence County,H1
KY,Kentucky,21,129,Lee County,H1
KY,Kentucky,21,131,Leslie County,H1
KY,Kentucky,21,133,Letcher County,H1
KY,Kentucky,21,135,Lewis County,H1
KY,Kentucky,21,137,Lincoln County,H1
KY,Kentucky,21,139,Livingston County,H1
KY,Kentucky,21,141,Logan County,H1
KY,Kentucky,21,143,Lyon County,H1
KY,Kentucky,21,145,McCracken County,H1
KY,Kentucky,21,147,McCreary County,H1
KY,Kentucky,21,149,McLean County,H1
KY,Kentucky,21,151,Madison County,H1
KY,Kentucky,21,153,Magoffin County,H1
KY,Kentucky,21,155,Marion County,H1
KY,Kentucky,21,157,Marshall County,H1
KY,Kentucky,21,159,Martin County,H1
KY,Kentucky,21,161,Mason County,H1
KY,Kentucky,21,163,Meade County,H1
KY,Kentucky,21,165,Menifee County,H1
KY,Kentucky,21,167,Mercer County,H1
KY,Kentucky,21,169,Metcalfe County,H1
KY,Kentucky,21,171,Monroe County,H1
KY,Kentucky,21,173,Montgomery County,H1
KY,Kentucky,21,175,Morgan County,H1
KY,Kentucky,21,177,Muhlenberg County,H1
KY,Kentucky,21,179,Nelson County,H1
KY,Kentucky,21,181,Nicholas County,H1
KY,Kentucky,21,183,Ohio County,H1
KY,Kentucky,21,185,Oldham County,H1
KY,Kentucky,21,187,Owen County,H1
KY,Kentucky,21,189,Owsley County,H1
KY,Kentucky,21,191,Pendleton County,H1
KY,Kentucky,21,193,Perry County,H1
KY,Kentucky,21,195,Pike County,H1
KY,Kentucky,21,197,Powell County,H1
KY,Kentucky,21,199,Pulaski County,H1
KY,Kentucky,21,201,Robertson County,H1
KY,Kentucky,21,203,Rockcastle County,H1
KY,Kentucky,21,205,Rowan County,H1
KY,Kentucky,21,207,Russell County,H1
KY,Kentucky,21,209,Scott County,H1
KY,Kentucky,21,211,Shelby County,H1
KY,Kentucky,21,213,Simpson County,H1
KY,Kentucky,21,215,Spencer County,H1
KY,Kentucky,21,217,Taylor County,H1
KY,Kentucky,21,219,Todd County,H1
KY,Kentucky,21,221,Trigg County,H1
KY,Kentucky,21,223,Trimble County,H1
KY,Kentucky,21,225,Union County,H1
KY,Kentucky,21,227,Warren County,H1
KY,Kentucky,21,229,Washington County,H1
KY,Kentucky,21,231,Wayne County,H1
KY,Kentucky,21,233,Webster County,H1
KY,Kentucky,21,235,Whitley County,H1
KY,Kentucky,21,237,Wolfe County,H1
KY,Kentucky,21,239,Woodford County,H1
LA,Louisiana,22,1,Acadia Parish,H1
LA,Louisiana,22,3,Allen Parish,H1
LA,Louisiana,22,5,Ascension Parish,H1
LA,Louisiana,22,7,Assumption Parish,H1
LA,Louisiana,22,9,Avoyelles Parish,H1
LA,Louisiana,22,11,Beauregard Parish,H1
LA,Louisiana,22,13,Bienville Parish,H1
LA,Louisiana,22,15,Bossier Parish,H1
LA,Louisiana,22,17,Caddo Parish,H1
LA,Louisiana,22,19,Calcasieu Parish,H1
LA,Louisiana,22,21,Caldwell Parish,H1
LA,Louisiana,22,23,Cameron Parish,H1
LA,Louisiana,22,25,Catahoula Parish,H1
LA,Louisiana,22,27,Claiborne Parish,H1
LA,Louisiana,22,29,Concordia Parish,H1
LA,Louisiana,22,31,De Soto Parish,H1
LA,Louisiana,22,33,East Baton Rouge Parish,H1
LA,Louisiana,22,35,East Carroll Parish,H1
LA,Louisiana,22,37,East Feliciana Parish,H1
LA,Louisiana,22,39,Evangeline Parish,H1
LA,Louisiana,22,41,Franklin Parish,H1
LA,Louisiana,22,43,Grant Parish,H1
LA,Louisiana,22,45,Iberia Parish,H1
LA,Louisiana,22,47,Iberville Parish,H1
LA,Louisiana,22,49,Jackson Parish,H1
LA,Louisiana,22,51,Jefferson Parish,H1
LA,Louisiana,22,53,Jefferson Davis Parish,H1
LA,Louisiana,22,55,Lafayette Parish,H1
LA,Louisiana,22,57,Lafourche Parish,H1
LA,Louisiana,22,59,La Salle Parish,H1
LA,Louisiana,22,61,Lincoln Parish,H1
LA,Louisiana,22,63,Livingston Parish,H1
LA,Louisiana,22,65,Madison Parish,H1
LA,Louisiana,22,67,Morehouse Parish,H1
LA,Louisiana,22,69,Natchitoches Parish,H1
LA,Louisiana,22,71,Orleans Parish,H6
LA,Louisiana,22,73,Ouachita Parish,H1
LA,Louisiana,22,75,Plaquemines Parish,H1
LA,Louisiana,22,77,Pointe Coupee Parish,H1
LA,Louisiana,22,79,Rapides Parish,H1
LA,Louisiana,22,81,Red River Parish,H1
LA,Louisiana,22,83,Richland Parish,H1
LA,Louisiana,22,85,Sabine Parish,H1
LA,Louisiana,22,87,St. Bernard Parish,H1
LA,Louisiana,22,89,St. Charles Parish,H1
LA,Louisiana,22,91,St. Helena Parish,H1
LA,Louisiana,22,93,St. James Parish,H1
LA,Louisiana,22,95,St. John the Baptist Parish,H1
LA,Louisiana,22,97,St. Landry Parish,H1
LA,Louisiana,22,99,St. Martin Parish,H1
LA,Louisiana,22,101,St. Mary Parish,H1
LA,Louisiana,22,103,St. Tammany Parish,H1
LA,Louisiana,22,105,Tangipahoa Parish,H1
LA,Louisiana,22,107,Tensas Parish,H1
LA,Louisiana,22,109,Terrebonne Parish,H1
LA,Louisiana,22,111,Union Parish,H1
LA,Louisiana,22,113,Vermilion Parish,H1
LA,Louisiana,22,115,Vernon Parish,H1
LA,Louisiana,22,117,Washington Parish,H1
LA,Louisiana,22,119,Webster Parish,H1
LA,Louisiana,22,121,West Baton Rouge Parish,H1
LA,Louisiana,22,123,West Carroll Parish,H1
LA,Louisiana,22,125,West Feliciana Parish,H1
LA,Louisiana,22,127,Winn Parish,H1
ME,Maine,23,1,Androscoggin County,H1
ME,Maine,23,3,Aroostook County,H1
ME,Maine,23,5,Cumberland County,H1
ME,Maine,23,7,Franklin County,H1
ME,Maine,23,9,Hancock County,H1
ME,Maine,23,11,Kennebec County,H1
ME,Maine,23,13,Knox County,H1
ME,Maine,23,15,Lincoln County,H1
ME,Maine,23,17,Oxford County,H1
ME,Maine,23,19,Penobscot County,H1
ME,Maine,23,21,Piscataquis County,H1
ME,Maine,23,23,Sagadahoc County,H1
ME,Maine,23,25,Somerset County,H1
ME,Maine,23,27,Waldo County,H1
ME,Maine,23,29,Washington County,H1
ME,Maine,23,31,York County,H1
MD,Maryland,24,1,Allegany County,H1
MD,Maryland,24,3,Anne Arundel County,H1
MD,Maryland,24,5,Baltimore County,H1
MD,Maryland,24,9,Calvert County,H1
MD,Maryland,24,11,Caroline County,H1
MD,Maryland,24,13,Carroll County,H1
MD,Maryland,24,15,Cecil County,H1
MD,Maryland,24,17,Charles County,H1
MD,Maryland,24,19,Dorchester County,H1
MD,Maryland,24,21,Frederick County,H1
MD,Maryland,24,23,Garrett County,H1
MD,Maryland,24,25,Harford County,H1
MD,Maryland,24,27,Howard County,H1
MD,Maryland,24,29,Kent County,H1
MD,Maryland,24,31,Montgomery County,H1
MD,Maryland,24,33,Prince George's County,H1
MD,Maryland,24,35,Queen Anne's County,H1
MD,Maryland,24,37,St. Mary's County,H1
MD,Maryland,24,39,Somerset County,H1
MD,Maryland,24,41,Talbot County,H1
MD,Maryland,24,43,Washington County,H1
MD,Maryland,24,45,Wicomico County,H1
MD,Maryland,24,47,Worcester County,H1
MD,Maryland,24,510,Baltimore city,C7
MA,Massachusetts,25,1,Barnstable County,H1
MA,Massachusetts,25,3,Berkshire County,H4
MA,Massachusetts,25,5,Bristol County,H1
MA,Massachusetts,25,7,Dukes County,H1
MA,Massachusetts,25,9,Essex County,H4
MA,Massachusetts,25,11,Franklin County,H4
MA,Massachusetts,25,13,Hampden County,H4
MA,Massachusetts,25,15,Hampshire County,H4
MA,Massachusetts,25,17,Middlesex County,H4
MA,Massachusetts,25,19,Nantucket County,H4
MA,Massachusetts,25,21,Norfolk County,H1
MA,Massachusetts,25,23,Plymouth County,H1
MA,Massachusetts,25,25,Suffolk County,H4
MA,Massachusetts,25,27,Worcester County,H4
MI,Michigan,26,1,Alcona County,H1
MI,Michigan,26,3,Alger County,H1
MI,Michigan,26,5,Allegan County,H1
MI,Michigan,26,7,Alpena County,H1
MI,Michigan,26,9,Antrim County,H1
MI,Michigan,26,11,Arenac County,H1
MI,Michigan,26,13,Baraga County,H1
MI,Michigan,26,15,Barry County,H1
MI,Michigan,26,17,Bay County,H1
MI,Michigan,26,19,Benzie County,H1
MI,Michigan,26,21,Berrien County,H1
MI,Michigan,26,23,Branch County,H1
MI,Michigan,26,25,Calhoun County,H1
MI,Michigan,26,27,Cass County,H1
MI,Michigan,26,29,Charlevoix County,H1
MI,Michigan,26,31,Cheboygan County,H1
MI,Michigan,26,33,Chippewa County,H1
MI,Michigan,26,35,Clare County,H1
MI,Michigan,26,37,Clinton County,H1
MI,Michigan,26,39,Crawford County,H1
MI,Michigan,26,41,Delta County,H1
MI,Michigan,26,43,Dickinson County,H1
MI,Michigan,26,45,Eaton County,H1
MI,Michigan,26,47,Emmet County,H1
MI,Michigan,26,49,Genesee County,H1
MI,Michigan,26,51,Gladwin County,H1
MI,Michigan,26,53,Gogebic County,H1
MI,Michigan,26,55,Grand Traverse County,H1
MI,Michigan,26,57,Gratiot County,H1
MI,Michigan,26,59,Hillsdale County,H1
MI,Michigan,26,61,Houghton County,H1
MI,Michigan,26,63,Huron County,H1
MI,Michigan,26,65,Ingham County,H1
MI,Michigan,26,67,Ionia County,H1
MI,Michigan,26,69,Iosco County,H1
MI,Michigan,26,71,Iron County,H1
MI,Michigan,26,73,Isabella County,H1
MI,Michigan,26,75,Jackson County,H1
MI,Michigan,26,77,Kalamazoo County,H1
MI,Michigan,26,79,Kalkaska County,H1
MI,Michigan,26,81,Kent County,H1
MI,Michigan,26,83,Keweenaw County,H1
MI,Michigan,26,85,Lake County,H1
MI,Michigan,26,87,Lapeer County,H1
MI,Michigan,26,89,Leelanau County,H1
MI,Michigan,26,91,Lenawee County,H1
MI,Michigan,26,93,Livingston County,H1
MI,Michigan,26,95,Luce County,H1
MI,Michigan,26,97,Mackinac County,H1
MI,Michigan,26,99,Macomb County,H1
MI,Michigan,26,101,Manistee County,H1
MI,Michigan,26,103,Marquette County,H1
MI,Michigan,26,105,Mason County,H1
MI,Michigan,26,107,Mecosta County,H1
MI,Michigan,26,109,Menominee County,H1
MI,Michigan,26,111,Midland County,H1
MI,Michigan,26,113,Missaukee County,H1
MI,Michigan,26,115,Monroe County,H1
MI,Michigan,26,117,Montcalm County,H1
MI,Michigan,26,119,Montmorency County,H1
MI,Michigan,26,121,Muskegon County,H1
MI,Michigan,26,123,Newaygo County,H1
MI,Michigan,26,125,Oakland County,H1
MI,Michigan,26,127,Oceana County,H1
MI,Michigan,26,129,Ogemaw County,H1
MI,Michigan,26,131,Ontonagon County,H1
MI,Michigan,26,133,Osceola County,H1
MI,Michigan,26,135,Oscoda County,H1
MI,Michigan,26,137,Otsego County,H1
MI,Michigan,26,139,Ottawa County,H1
MI,Michigan,26,141,Presque Isle County,H1
MI,Michigan,26,143,Roscommon County,H1
MI,Michigan,26,145,Saginaw County,H1
MI,Michigan,26,147,St. Clair County,H1
MI,Michigan,26,149,St. Joseph County,H1
MI,Michigan,26,151,Sanilac County,H1
MI,Michigan,26,153,Schoolcraft County,H1
MI,Michigan,26,155,Shiawassee County,H1
MI,Michigan,26,157,Tuscola County,H1
MI,Michigan,26,159,Van Buren County,H1
MI,Michigan,26,161,Washtenaw County,H1
MI,Michigan,26,163,Wayne County,H1
MI,Michigan,26,165,Wexford County,H1
MN,Minnesota,27,1,Aitkin County,H1
